spec_power_1.5,spec_power_3.0,spec_power_6.0,spec_power_12.0,spec_power_24.0,spec_power_48.0,spec_power_96.0,spec_power_192.0,spec_power_384.0,sort,year,siteid,lat,long,epareg,huc8,era,strorder,doc,no3,tn,tp,area,elev,forest,wetland,urban,ag,roads,pop,shrub,precip,k,mg,na,nh4,no2,sio2,so4,tss,turb,ph,cl,ca,anc,al,cond,ansum,catsum,co3,h,oh,dic,hco3,se,zn
-0.242918616905442,-0.36635216744342763,-0.32703683977243475,-0.39907054886958365,-0.45810214003646543,-0.687189946268451,-0.4780095934631911,0.5873775401594118,0.8332103771525824,11,2008,OWW04440-0650,39.3588435,-75.67549416,3,2040205,Year2008,2nd,6.99,0.24369,1573.0,149.0788,9.556539536,,,,,,,,,,3.403,5.083,10.01,0.467,0.01988,13.839,4.0,24.0,30.8,7.36,17.17,9.866,877.85,0.007,163.05,,,,,,,,,
-0.09512893936046463,-0.291413956375294,-0.4469001289240089,-0.639722409441256,-0.8056228094041005,-0.9892530984894691,-1.027613237078898,-0.7951256666285559,-0.1609061909893702,12,2008,FW08DE013,39.7302915,-75.59800358,3,2040205,Year2008,3rd,3.3,0.21618,1258.0,102.535,15.00949955,50.44,23.81,2.243,68.382,2.489,9.081,1003.897,2.729,,3.019,11.44,23.1,0.01,0.0,10.964,11.02,9.2,20.04,7.68,71.14,23.04,897.82,0.0007,359.91,,,,,,,,,
-0.5697502602476054,-0.6117368067777054,-0.6530590868838548,-0.6688277445544625,-0.4789001999489523,0.4447694662631021,1.2406304256460163,1.1279701642504598,1.0043050936335502,14,2008,FW08NV069,41.88666095,-114.6866143,9,17040213,Year2008,6th,2.08,0.0,256.0,41.2581,2341.870117,1986.53,3.931,0.545,0.236,1.105,0.302,0.025,94.164,,8.13,5.129,16.0,0.005,0.0,53.061,12.22,4.6,3.89,8.44,6.29,26.13,2093.62,0.0007,258.87,,,,,,,,,
-0.5983566025946476,-0.6704101083269047,-0.7499505194948032,-0.8067413553244238,-0.92236518506115,-1.0358055947923075,-0.9089002851856971,-1.0891796541806966,-0.8151810757746661,18,2008,WNVP99-0576,39.21792949,-117.0595203,9,16060004,Year2008,2nd,0.5,0.13709,168.0,18.155,82.59929657,2554.91,51.293,0.569,0.156,0.0,0.577,0.839,47.781,,1.25,20.74,4.772,0.001,0.0,12.195,39.74,4.1,0.445,8.62,1.98,51.94,3980.48,0.0003,434.3,,,,,,,,,
-0.5409896830159036,-0.5415351590850744,-0.45561100322077,-0.3820116020859087,-0.13164993204993644,1.2398495022346852,2.718184605154521,2.1423635152469807,-0.30223660450900636,25,2008,FW08NV014,40.74129868,-115.5543686,9,16040103,Year2008,2nd,1.22,0.19585,293.0,29.761,20.89100075,2424.76,22.185,3.645,5.1,4.859,0.621,21.303,57.466,,1.016,5.009,18.36,0.003,,30.042,12.56,4.0,1.44,8.29,4.26,37.46,2843.04,0.0003,307.6,,,,,,,,,
-0.5806938011134298,-0.6254703162842089,-0.6520405571989497,-0.6498073169582497,-0.4020917269593951,0.35514392921014615,0.9828809736347094,1.4708447646177782,0.7304873475301751,27,2008,FW08NV019,40.70240853,-116.5235212,9,16040105,Year2008,7th,2.3,0.0,256.0,23.51,15741.09961,1875.51,5.51,1.7,0.978,2.18,0.426,2.377,89.355,,8.495,12.71,47.24,0.007,0.0,19.387,41.94,9.3,2.77,8.58,21.41,36.91,3518.25,0.0025,490.82,,,,,,,,,
-0.5806938011134298,-0.6254703162842089,-0.6520405571989497,-0.6498073169582497,-0.4020917269593951,0.35514392921014615,0.9828809736347094,1.4708447646177782,0.7304873475301751,28,2008,FW08NV019,40.70240853,-116.5235212,9,16040105,Year2008,7th,1.8,0.0,271.0,19.2163,15741.09961,,,,,,,,,,10.12,13.93,54.21,0.005,0.0,28.446,53.03,4.3,5.11,8.63,26.94,38.76,3688.57,0.0049,538.62,,,,,,,,,
-0.5787393303099492,-0.6362764761948297,-0.6843468586910226,-0.6292189506093296,-0.36705243891851186,-0.1519563809759619,0.24257122890619728,0.6855851972029209,0.974333666010151,30,2008,FW08NV026,41.3973601,-117.4646693,9,16040109,Year2008,6th,5.12,0.13965,913.0,308.615,2648.439941,1697.73,0.465,0.411,0.061,0.726,0.338,0.006,98.145,,8.902,5.548,45.47,0.015,0.00158,42.34,27.43,124.4,123.0,8.23,21.29,28.07,2761.08,0.0003,388.8,,,,,,,,,
-0.5951444991608407,-0.6645481927246552,-0.7420508725584565,-0.8057111469827728,-0.9082131798541514,-1.0214439970015732,-1.0768361977622638,-1.0773006511355072,-0.29293214220381314,32,2008,FW08NV029,39.21428861,-114.5413454,9,16060008,Year2008,3rd,0.8,0.06962,185.0,36.4075,82.77269745,2703.59,61.844,0.099,0.0,0.0,0.292,0.0,29.37,,0.301,0.759,1.147,0.005,0.0,7.033,1.69,4.2,3.34,7.46,0.39,4.613,313.43,0.0101,38.83,,,,,,,,,
-0.5981556553332636,-0.6708462658329994,-0.7539752155733968,-0.8219166054761791,-0.9569708228295402,-1.0989626173645601,-1.1085663699240158,-1.3278439323854656,-0.8110830912319988,34,2008,FW08NV032,36.6417447,-114.5318165,9,15010012,Year2008,7th,0.92,0.2079,280.0,14.5688,15404.2998,1513.57,19.945,0.274,0.511,0.689,0.239,0.369,77.997,,15.32,45.68,153.5,0.004,0.0,33.046,395.52,50.2,29.6,8.39,103.28,97.22,4584.44,0.0025,1465.0,,,,,,,,,
-0.5566148484142327,-0.5936614892629596,-0.6268136445415357,-0.6310230714369691,-0.5883902898287873,0.3003039569792641,1.73927714974454,1.845534229219583,0.28200631497162637,38,2008,FW08NV037,41.87729618,-115.6285161,9,17050102,Year2008,4th,1.7,0.0053,196.0,35.8325,776.1939697,2065.1,4.343,0.832,0.473,0.029,0.256,0.005,94.307,,1.383,1.469,3.772,0.004,0.0,15.773,3.01,7.8,4.57,7.86,0.73,11.87,835.45,0.0066,98.35,,,,,,,,,
